Variable:,tasmax
,Italy,Abruzzi,Basilicata,Calabria,Campania,Emilia-romagna,"Friuli-venezia Giulia",Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,"Trentino-alto Adige",Umbria,"Valle D'aosta",Veneto
2006,15.70,17.81,17.84,19.26,19.04,15.36,13.48,19.26,16.22,14.19,15.78,18.92,12.65,18.11,19.51,20.60,18.22,8.67,18.24,7.92,16.48
2007,16.50,18.48,18.67,20.00,19.78,16.09,14.68,19.91,16.86,15.12,16.47,19.65,13.31,18.96,19.92,20.91,18.92,9.78,18.91,8.45,17.55
2008,16.18,18.26,18.32,19.64,19.52,15.77,14.22,19.64,16.57,14.73,16.13,19.42,13.11,18.61,19.83,20.77,18.58,9.31,18.57,8.47,17.11
2009,16.10,18.11,18.39,19.76,19.54,15.65,14.07,19.66,16.56,14.57,16.03,19.38,12.90,18.56,19.97,20.87,18.58,9.25,18.56,8.03,16.90
2010,16.22,18.27,18.49,19.80,19.63,15.91,14.15,19.79,16.71,14.73,16.25,19.45,12.98,18.71,19.96,20.94,18.72,9.36,18.78,8.06,17.14
2011,16.15,18.20,18.08,19.36,19.31,15.81,14.39,19.58,16.44,14.74,16.23,19.26,12.93,18.42,19.84,20.50,18.58,9.51,18.64,8.21,17.18
2012,16.01,18.19,18.20,19.60,19.45,15.56,13.62,19.56,16.42,14.70,15.91,19.38,12.96,18.48,19.80,20.94,18.31,9.08,18.41,8.19,16.66
2013,15.97,18.11,18.27,19.70,19.43,15.48,13.98,19.57,16.10,14.21,16.04,19.28,12.52,18.50,19.80,20.88,18.39,8.87,18.55,7.77,16.87
2014,16.58,18.59,18.78,20.07,19.90,16.12,14.80,20.03,16.86,15.13,16.45,19.82,13.34,19.05,20.22,21.12,18.93,9.83,19.00,8.60,17.63
2015,16.77,18.90,18.80,20.10,20.01,16.42,14.94,20.13,17.05,15.31,16.91,19.98,13.47,19.11,20.35,21.17,19.11,10.06,19.22,8.76,17.86
2016,16.23,18.19,18.53,19.83,19.61,15.75,14.15,19.69,16.63,14.83,16.15,19.42,13.18,18.67,20.03,20.84,18.60,9.45,18.64,8.49,17.02
2017,16.07,18.31,18.30,19.60,19.52,15.61,14.07,19.68,16.39,14.37,16.28,19.41,12.69,18.55,19.86,20.79,18.54,9.08,18.69,7.77,16.89
2018,16.39,18.40,18.51,19.77,19.68,16.02,14.65,19.88,16.69,15.05,16.49,19.56,13.18,18.84,19.76,20.75,18.78,9.76,18.90,8.46,17.46
2019,16.55,18.58,18.59,19.94,19.76,16.26,14.63,19.96,17.09,15.18,16.56,19.68,13.53,18.87,20.31,21.01,19.01,9.75,18.99,8.76,17.54
2020,16.44,18.45,18.45,19.89,19.67,16.20,14.26,19.98,17.01,15.20,16.54,19.55,13.44,18.66,20.19,21.07,19.01,9.72,18.99,8.53,16.90
2021,16.01,18.20,18.27,19.69,19.51,15.53,13.69,19.62,16.50,14.39,15.99,19.40,12.91,18.54,20.15,20.88,18.43,8.85,18.49,8.14,16.65
2022,16.51,18.46,18.54,19.93,19.70,16.11,14.59,19.90,17.00,15.22,16.47,19.57,13.53,18.80,20.13,20.96,18.92,9.88,18.92,8.72,17.48
2023,16.18,18.19,18.30,19.74,19.46,15.70,14.27,19.55,16.49,14.80,16.12,19.35,13.05,18.52,19.79,20.84,18.45,9.51,18.53,8.36,17.10
