Variable:,pr
,Italy,Abruzzi,Basilicata,Calabria,Campania,Emilia-romagna,"Friuli-venezia Giulia",Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,"Trentino-alto Adige",Umbria,"Valle D'aosta",Veneto
2006,970.38,832.86,791.51,653.24,797.50,1072.08,1204.69,835.19,1084.07,1197.06,882.75,760.26,1182.42,816.26,637.55,553.99,946.58,1286.23,878.96,1321.53,1058.54
2007,984.12,872.49,842.72,702.60,871.34,971.09,1181.29,804.93,1031.18,1178.82,866.40,861.65,1303.01,860.92,658.08,588.76,835.62,1342.72,828.35,1536.42,1038.72
2008,952.02,793.39,712.13,595.75,770.26,1047.69,1214.71,822.32,1133.19,1226.11,842.88,794.42,1241.55,742.62,608.41,555.03,943.47,1379.26,862.08,1349.05,1089.12
2009,1036.81,903.09,828.68,672.88,848.06,1202.90,1309.42,839.82,1210.64,1302.34,970.41,859.90,1278.66,856.41,592.62,565.69,1006.71,1436.61,920.33,1389.46,1172.37
2010,961.19,841.24,706.93,636.88,763.32,994.89,1227.84,809.30,1042.06,1227.13,880.46,790.72,1231.35,762.45,600.46,611.91,860.74,1367.95,865.02,1320.80,1143.49
2011,965.09,816.00,818.24,728.12,809.76,1024.86,1196.57,780.61,1059.01,1158.40,888.40,791.67,1171.62,806.63,637.78,604.32,888.76,1288.31,829.41,1274.15,1115.96
2012,964.46,821.72,729.48,598.10,776.92,1085.35,1264.52,819.68,1071.02,1214.67,857.81,772.96,1178.04,783.28,531.30,515.42,893.72,1439.19,839.63,1252.87,1254.62
2013,976.79,824.37,716.89,627.63,774.18,971.13,1344.09,774.77,1062.25,1221.81,824.86,806.00,1286.54,783.98,652.55,570.91,846.48,1462.19,810.18,1477.42,1088.62
2014,965.71,828.15,744.61,622.99,773.01,1030.98,1233.12,778.10,1085.12,1182.79,870.93,829.48,1218.24,803.23,615.17,557.66,877.78,1371.38,862.17,1276.65,1161.59
2015,911.31,773.59,738.32,614.74,731.34,944.83,1243.41,725.19,985.20,1168.94,804.37,724.92,1131.20,735.20,520.49,471.70,807.21,1386.16,756.48,1244.87,1053.67
2016,994.88,833.78,822.07,690.97,870.29,1084.67,1345.03,834.39,1082.69,1215.70,855.91,853.81,1148.44,834.35,648.41,583.75,893.33,1489.35,855.74,1267.18,1079.96
2017,1003.04,852.77,812.07,717.05,807.14,1092.71,1319.32,829.90,1122.67,1261.42,906.75,804.60,1225.57,842.65,627.71,597.89,926.30,1429.43,873.15,1363.50,1166.49
2018,962.06,886.50,730.61,612.46,785.91,1023.93,1240.74,824.87,1069.99,1169.36,896.38,840.65,1190.93,773.25,562.45,535.11,950.38,1326.31,899.80,1300.75,1075.41
2019,955.94,826.39,828.10,677.01,830.59,1026.00,1183.09,789.34,1032.11,1223.45,822.95,823.76,1180.41,820.63,505.71,559.04,874.99,1371.03,821.73,1275.06,1083.73
2020,976.37,807.48,765.35,646.34,824.86,1043.19,1247.09,800.52,1058.93,1222.25,824.31,802.71,1231.68,806.74,551.43,538.21,872.83,1443.82,802.70,1396.81,1078.67
2021,924.61,777.63,728.08,641.93,730.36,945.33,1194.12,715.43,969.39,1149.14,798.73,739.42,1154.55,767.29,546.83,528.38,831.05,1318.49,798.24,1338.75,990.87
2022,1007.15,872.77,739.29,612.92,777.83,1108.95,1283.32,816.36,1134.75,1280.13,969.78,821.75,1308.08,817.43,622.88,525.04,932.90,1428.10,909.30,1413.87,1115.58
2023,897.44,734.18,719.32,627.66,732.54,939.66,1102.00,699.66,964.02,1146.92,786.19,749.40,1106.08,783.86,511.33,519.00,787.39,1284.15,749.11,1264.80,1011.49
2024,961.08,832.35,725.77,698.90,764.89,1025.64,1169.99,798.86,1089.43,1190.09,868.89,789.74,1188.93,801.00,646.83,607.40,861.97,1326.29,807.43,1357.65,1123.69
2025,986.39,857.97,768.72,705.44,828.25,1055.03,1234.29,888.93,1145.24,1228.12,864.32,833.80,1285.44,822.65,678.24,614.01,932.88,1331.13,874.64,1386.20,1035.78
2026,967.40,813.25,740.32,637.49,777.61,1004.36,1232.80,801.82,1051.81,1228.23,882.01,772.21,1200.71,773.32,615.17,546.79,893.93,1388.93,853.85,1338.96,1121.50
2027,982.55,786.72,741.36,607.20,773.76,1113.66,1298.09,779.56,1093.45,1271.44,822.11,789.51,1224.62,780.36,602.54,519.14,877.90,1424.98,802.64,1434.20,1181.74
2028,910.67,757.67,693.71,638.62,704.01,969.25,1195.33,727.32,1003.88,1154.00,808.96,732.82,1110.42,748.49,494.22,595.02,867.65,1234.32,795.19,1162.47,1116.55
2029,964.53,745.79,719.64,646.51,723.46,1027.24,1258.75,713.49,1052.95,1263.27,812.78,721.45,1268.85,739.47,591.02,533.41,845.52,1454.61,767.81,1366.43,1143.85
2030,937.45,781.69,750.06,564.25,757.12,1032.66,1206.91,725.31,1055.75,1188.40,843.75,771.33,1165.51,799.69,535.19,495.82,859.19,1389.08,798.71,1258.35,1059.05
2031,951.51,781.73,699.40,593.03,704.30,1050.88,1215.78,747.44,1097.41,1217.54,827.42,711.82,1213.36,772.61,573.42,538.58,923.52,1399.52,780.19,1296.55,1105.21
2032,922.17,819.84,736.08,605.67,759.87,968.96,1212.26,731.16,1053.35,1142.06,813.67,815.98,1184.16,794.09,467.86,458.39,831.30,1335.86,764.01,1392.79,1096.77
2033,949.86,803.52,749.16,642.60,753.51,1003.53,1258.40,725.43,1033.99,1184.76,840.09,801.97,1152.08,767.22,557.92,574.17,824.56,1382.25,819.27,1263.08,1158.12
2034,991.74,879.70,829.80,685.44,832.38,1027.48,1299.34,855.63,1053.43,1225.18,909.07,834.24,1187.26,835.08,585.44,549.11,890.08,1447.52,870.18,1265.91,1122.24
