Variable:,pr
,Italy,Abruzzi,Basilicata,Calabria,Campania,Emilia-romagna,"Friuli-venezia Giulia",Lazio,Liguria,Lombardia,Marche,Molise,Piemonte,Puglia,Sardegna,Sicilia,Toscana,"Trentino-alto Adige",Umbria,"Valle D'aosta",Veneto
2041,481.05,376.08,359.71,272.10,352.94,514.09,648.06,338.54,509.86,688.71,434.89,360.03,656.10,376.53,177.38,130.41,420.85,733.09,413.01,769.04,575.13
2042,477.23,327.84,376.16,322.83,375.07,490.01,648.82,319.38,548.02,727.37,357.51,368.32,702.67,379.10,202.33,152.58,364.41,755.55,342.88,743.99,546.47
2043,446.86,298.06,360.72,297.03,363.26,417.95,651.99,295.50,488.21,614.03,325.55,358.69,631.10,376.70,188.93,193.50,370.23,771.16,328.82,709.58,405.21
2044,483.83,391.93,370.56,258.05,381.61,520.75,646.98,372.79,548.44,700.94,403.20,399.68,681.03,369.99,196.98,152.86,452.47,732.44,396.03,750.92,581.97
2045,439.59,305.32,314.41,251.84,295.93,446.26,576.30,277.71,488.84,682.76,384.12,299.64,624.48,344.98,164.88,164.65,343.65,705.51,344.78,708.34,513.62
2046,522.96,405.16,393.98,246.66,403.98,581.52,683.63,396.05,628.81,712.86,464.26,438.73,732.83,440.47,189.85,131.54,461.60,817.15,450.65,754.08,626.89
2047,465.24,358.86,308.54,241.67,309.14,435.97,671.22,312.33,476.14,663.74,413.82,329.75,662.71,333.18,199.16,167.14,363.88,752.91,383.36,788.64,523.98
2048,460.20,364.62,352.25,253.47,373.65,443.86,626.45,362.88,453.07,664.52,388.43,393.54,646.14,342.59,177.17,132.08,359.57,743.01,402.35,787.17,510.05
2049,503.98,350.17,390.45,296.01,389.10,532.85,686.83,375.14,564.45,736.80,377.76,408.96,718.98,403.75,241.91,197.29,425.54,773.14,385.09,822.45,616.30
2050,475.69,287.45,269.05,282.97,253.37,464.13,709.37,251.38,536.31,773.94,378.96,276.03,742.87,288.19,114.31,182.00,333.77,872.59,349.90,874.45,628.92
2051,484.36,371.86,352.10,245.44,361.23,505.48,630.98,374.71,541.76,720.04,393.10,410.35,674.27,408.23,203.86,109.60,385.75,735.16,378.76,734.41,577.91
2052,495.58,374.58,354.11,255.97,336.89,520.48,727.12,323.82,494.25,704.44,435.25,340.51,666.19,379.43,181.54,146.75,394.13,829.18,386.82,772.05,566.70
2053,486.15,320.12,342.36,238.81,325.11,465.79,724.81,287.88,523.97,754.85,366.98,325.52,727.65,350.63,191.76,150.48,337.47,862.39,340.25,866.25,535.21
2054,490.12,329.42,365.50,295.63,398.68,439.36,694.56,350.97,484.91,731.69,380.51,401.71,704.27,382.17,184.67,162.78,402.71,811.50,387.48,793.16,562.59
2055,498.69,346.23,339.15,238.38,330.78,545.53,701.74,292.83,578.22,765.80,419.17,352.86,792.38,357.67,178.64,120.04,377.57,798.10,379.49,894.43,591.08
2056,489.04,389.34,380.98,266.40,389.22,504.44,671.63,380.08,510.09,681.02,426.13,394.32,651.53,393.69,202.95,156.75,411.56,749.76,429.50,717.29,588.30
2057,491.20,350.49,372.80,320.46,350.83,510.21,681.01,314.01,539.66,682.70,375.62,354.45,717.80,386.45,201.61,195.25,402.34,791.91,366.37,812.08,573.38
2058,437.63,235.76,319.57,235.62,306.52,437.41,628.22,258.63,465.43,702.99,269.69,288.05,644.26,313.28,158.57,170.03,344.91,763.00,303.64,721.15,557.37
2059,419.19,242.02,260.75,202.55,237.73,423.53,704.62,182.27,453.82,657.99,283.51,241.17,608.64,281.51,108.47,133.01,260.30,750.75,230.55,660.09,612.68
2060,468.67,384.52,380.44,289.42,369.16,452.44,644.98,328.01,492.95,643.01,447.20,385.48,652.99,399.05,209.99,155.73,381.31,716.27,384.20,742.93,514.12
2061,533.17,413.09,400.18,264.68,384.70,562.16,724.07,366.09,572.05,804.30,432.99,385.14,753.65,417.83,166.27,180.20,410.08,852.91,400.00,862.30,631.42
2062,509.37,396.73,393.19,288.14,380.09,495.01,704.26,321.11,519.64,691.01,459.68,396.79,695.06,421.96,208.42,177.78,407.21,756.04,411.73,851.79,597.74
2063,470.86,389.33,406.99,283.71,398.82,462.74,601.08,371.90,489.26,647.03,424.29,414.87,644.39,410.54,208.33,175.23,410.74,687.58,414.40,720.42,491.08
2064,504.00,388.82,399.01,305.24,386.34,478.72,682.36,335.38,504.33,676.15,425.27,416.76,689.80,456.37,198.00,140.42,373.45,816.72,371.36,824.61,510.72
2065,436.51,280.91,276.38,193.83,292.33,429.91,637.53,298.21,525.94,689.52,317.71,339.78,655.24,300.27,195.74,153.45,374.04,733.70,328.41,738.48,510.78
2066,484.17,375.42,405.22,279.29,407.72,446.11,665.78,357.40,551.47,663.88,413.24,435.45,679.30,420.64,255.70,154.52,398.70,784.07,394.73,687.42,455.79
2067,475.14,319.22,313.03,232.34,296.84,490.81,679.50,310.87,573.49,723.23,387.56,305.68,735.90,325.29,201.07,169.95,405.43,802.85,341.40,819.69,543.84
2068,496.20,393.46,400.55,251.32,403.62,497.51,663.34,361.51,575.21,751.21,395.96,407.72,727.81,391.04,215.55,152.47,391.04,796.85,369.30,789.97,562.41
2069,514.49,362.95,376.68,249.29,386.16,517.48,737.39,375.30,565.83,763.50,408.03,372.70,726.15,369.85,253.47,190.73,425.36,830.80,423.81,800.20,593.38
2070,518.95,398.46,380.76,279.48,387.73,536.00,695.34,363.72,551.32,786.92,456.71,434.24,757.05,399.03,200.07,173.08,417.15,827.30,412.94,831.34,618.00
2071,494.02,374.15,327.58,270.85,331.68,511.26,693.17,357.19,493.08,714.62,431.83,347.09,632.22,372.04,207.99,184.21,430.17,782.53,404.75,741.73,600.06
2072,459.06,303.95,362.42,272.96,306.38,512.35,659.71,322.72,489.27,686.54,363.77,281.72,582.01,340.97,191.74,166.08,405.86,704.46,385.97,683.66,541.33
2073,500.48,333.40,374.86,275.70,362.21,539.77,656.30,296.68,559.87,794.99,393.85,359.67,768.86,380.43,205.12,157.07,366.88,771.27,349.75,889.68,549.01
2074,509.83,396.52,406.58,245.33,400.81,536.14,710.57,386.00,580.38,743.99,455.62,402.67,731.28,402.90,195.26,116.43,420.97,798.75,439.68,843.16,523.99
2075,528.88,470.29,404.37,300.12,401.04,528.78,710.08,425.56,571.60,733.58,465.82,423.43,707.62,426.31,253.53,137.63,477.71,785.07,471.12,797.46,614.33
2076,452.53,327.11,410.79,303.96,390.99,424.87,625.40,303.60,469.04,606.77,373.77,365.11,637.30,401.62,231.72,150.51,343.91,690.95,364.98,734.13,487.09
2077,503.13,380.99,379.87,306.91,390.04,484.90,711.22,358.78,470.49,738.86,390.31,409.23,693.16,409.33,178.09,184.92,411.09,816.93,397.71,794.82,530.20
